wbgene,gene_name,gene_id,concise_description,automated_description,gene_class_description,go_term,go_name,go_description,inside_CI,eqtl,vars,pc_vars,go_annotation
WBGene00011771,T14G8.3,T14G8.3,"T14G8.3 encodes an ortholog of hypoxia-upregulated vertebrate  proteins such as human HYOU1; T14G8.3, its C. elegans paralog T24H7.2, and HYOU1  are ER resident hsp70 family molecular chaperone homologs; the grp (glucose regulated  protein) 170 family is a collection of related large hsp70 chaperones confined to  the ER; members of this family are present in all eukaryotes, participating in a  wide range of cellular functions. ",Is an ortholog of human HYOU1 (hypoxia up-regulated 1). Is  predicted to have ATP binding activity. Is involved in IRE1-mediated unfolded protein  response. ,not known ,GO:0000166,nucleotide binding,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011771,T14G8.3,T14G8.3,"T14G8.3 encodes an ortholog of hypoxia-upregulated vertebrate  proteins such as human HYOU1; T14G8.3, its C. elegans paralog T24H7.2, and HYOU1  are ER resident hsp70 family molecular chaperone homologs; the grp (glucose regulated  protein) 170 family is a collection of related large hsp70 chaperones confined to  the ER; members of this family are present in all eukaryotes, participating in a  wide range of cellular functions. ",Is an ortholog of human HYOU1 (hypoxia up-regulated 1). Is  predicted to have ATP binding activity. Is involved in IRE1-mediated unfolded protein  response. ,not known ,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011771,T14G8.3,T14G8.3,"T14G8.3 encodes an ortholog of hypoxia-upregulated vertebrate  proteins such as human HYOU1; T14G8.3, its C. elegans paralog T24H7.2, and HYOU1  are ER resident hsp70 family molecular chaperone homologs; the grp (glucose regulated  protein) 170 family is a collection of related large hsp70 chaperones confined to  the ER; members of this family are present in all eukaryotes, participating in a  wide range of cellular functions. ",Is an ortholog of human HYOU1 (hypoxia up-regulated 1). Is  predicted to have ATP binding activity. Is involved in IRE1-mediated unfolded protein  response. ,not known ,GO:0005783,endoplasmic reticulum,"The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011771,T14G8.3,T14G8.3,"T14G8.3 encodes an ortholog of hypoxia-upregulated vertebrate  proteins such as human HYOU1; T14G8.3, its C. elegans paralog T24H7.2, and HYOU1  are ER resident hsp70 family molecular chaperone homologs; the grp (glucose regulated  protein) 170 family is a collection of related large hsp70 chaperones confined to  the ER; members of this family are present in all eukaryotes, participating in a  wide range of cellular functions. ",Is an ortholog of human HYOU1 (hypoxia up-regulated 1). Is  predicted to have ATP binding activity. Is involved in IRE1-mediated unfolded protein  response. ,not known ,GO:0030968,endoplasmic reticulum unfolded protein response,The series of molecular signals generated as a consequence of the presence of unfolded proteins in the endoplasmic reticulum (ER) or other ER-related stress; results in changes in the regulation of transcription and translation.,TRUE,FALSE,TRUE,TRUE,NA
WBGene00011771,T14G8.3,T14G8.3,"T14G8.3 encodes an ortholog of hypoxia-upregulated vertebrate  proteins such as human HYOU1; T14G8.3, its C. elegans paralog T24H7.2, and HYOU1  are ER resident hsp70 family molecular chaperone homologs; the grp (glucose regulated  protein) 170 family is a collection of related large hsp70 chaperones confined to  the ER; members of this family are present in all eukaryotes, participating in a  wide range of cellular functions. ",Is an ortholog of human HYOU1 (hypoxia up-regulated 1). Is  predicted to have ATP binding activity. Is involved in IRE1-mediated unfolded protein  response. ,not known ,GO:0034663,endoplasmic reticulum chaperone complex,"A protein complex that is located in the endoplasmic reticulum and is composed of chaperone proteins, including BiP, GRP94; CaBP1, protein disulfide isomerase (PDI), ERdj3, cyclophilin B, ERp72, GRP170, UDP-glucosyltransferase, and SDF2-L1.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011771,T14G8.3,T14G8.3,"T14G8.3 encodes an ortholog of hypoxia-upregulated vertebrate  proteins such as human HYOU1; T14G8.3, its C. elegans paralog T24H7.2, and HYOU1  are ER resident hsp70 family molecular chaperone homologs; the grp (glucose regulated  protein) 170 family is a collection of related large hsp70 chaperones confined to  the ER; members of this family are present in all eukaryotes, participating in a  wide range of cellular functions. ",Is an ortholog of human HYOU1 (hypoxia up-regulated 1). Is  predicted to have ATP binding activity. Is involved in IRE1-mediated unfolded protein  response. ,not known ,GO:0036498,IRE1-mediated unfolded protein response,"A series of molecular signals mediated by the endoplasmic reticulum stress sensor IRE1 (Inositol-requiring transmembrane kinase/endonuclease). Begins with activation of IRE1 in response to endoplasmic reticulum (ER) stress, and ends with regulation of a downstream cellular process, e.g. transcription. One target of activated IRE1 is the transcription factor HAC1 in yeast, or XBP1 in mammals; IRE1 cleaves an intron of a mRNA coding for HAC1/XBP1 to generate an activated HAC1/XBP1 transcription factor, which controls the up regulation of UPR-related genes. At least in mammals, IRE1 can also signal through additional intracellular pathways including JNK and NF-kappaB.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011771,T14G8.3,T14G8.3,"T14G8.3 encodes an ortholog of hypoxia-upregulated vertebrate  proteins such as human HYOU1; T14G8.3, its C. elegans paralog T24H7.2, and HYOU1  are ER resident hsp70 family molecular chaperone homologs; the grp (glucose regulated  protein) 170 family is a collection of related large hsp70 chaperones confined to  the ER; members of this family are present in all eukaryotes, participating in a  wide range of cellular functions. ",Is an ortholog of human HYOU1 (hypoxia up-regulated 1). Is  predicted to have ATP binding activity. Is involved in IRE1-mediated unfolded protein  response. ,not known ,GO:0071456,cellular response to hypoxia,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011771,T14G8.3,T14G8.3,"T14G8.3 encodes an ortholog of hypoxia-upregulated vertebrate  proteins such as human HYOU1; T14G8.3, its C. elegans paralog T24H7.2, and HYOU1  are ER resident hsp70 family molecular chaperone homologs; the grp (glucose regulated  protein) 170 family is a collection of related large hsp70 chaperones confined to  the ER; members of this family are present in all eukaryotes, participating in a  wide range of cellular functions. ",Is an ortholog of human HYOU1 (hypoxia up-regulated 1). Is  predicted to have ATP binding activity. Is involved in IRE1-mediated unfolded protein  response. ,not known ,GO:1903298,negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway,"Any process that stops, prevents or reduces the frequency, rate or extent of hypoxia-induced intrinsic apoptotic signaling pathway.",TRUE,FALSE,TRUE,TRUE,NA
WBGene00011772,T14G8.4,T14G8.4,none available ,Is enriched in AFD; PLM; and neurons based on RNA-seq studies.  Is affected by several genes including clk-1; eat-2; and pgl-1 based on microarray  and RNA-seq studies. Is affected by nine chemicals including methylmercury hydroxide;  methylmercuric chloride; and Sodium Chloride based on RNA-seq and microarray studies. ,not known ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011772,T14G8.4,T14G8.4,none available ,Is enriched in AFD; PLM; and neurons based on RNA-seq studies.  Is affected by several genes including clk-1; eat-2; and pgl-1 based on microarray  and RNA-seq studies. Is affected by nine chemicals including methylmercury hydroxide;  methylmercuric chloride; and Sodium Chloride based on RNA-seq and microarray studies. ,not known ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011937,ilc-17.1,T22H6.1,none available ,Is predicted to have cytokine activity. Is involved in positive  regulation of locomotion and response to oxygen levels. Localizes to the extracellular  region. ,InterLeukin Cytokine related ,GO:0005125,cytokine activity,"Functions to control the survival, growth, differentiation and effector function of tissues and cells.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011937,ilc-17.1,T22H6.1,none available ,Is predicted to have cytokine activity. Is involved in positive  regulation of locomotion and response to oxygen levels. Localizes to the extracellular  region. ,InterLeukin Cytokine related ,GO:0005576,extracellular region,The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00011937,ilc-17.1,T22H6.1,none available ,Is predicted to have cytokine activity. Is involved in positive  regulation of locomotion and response to oxygen levels. Localizes to the extracellular  region. ,InterLeukin Cytokine related ,GO:0007165,signal transduction,"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011937,ilc-17.1,T22H6.1,none available ,Is predicted to have cytokine activity. Is involved in positive  regulation of locomotion and response to oxygen levels. Localizes to the extracellular  region. ,InterLeukin Cytokine related ,GO:0040017,positive regulation of locomotion,"Any process that activates or increases the frequency, rate or extent of locomotion of a cell or organism.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011937,ilc-17.1,T22H6.1,none available ,Is predicted to have cytokine activity. Is involved in positive  regulation of locomotion and response to oxygen levels. Localizes to the extracellular  region. ,InterLeukin Cytokine related ,GO:0070482,response to oxygen levels,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00011938,alh-13,T22H6.2a,none available ,Is an ortholog of human ALDH18A1 (aldehyde dehydrogenase  18 family member A1). Is predicted to have glutamate-5-semialdehyde dehydrogenase  activity. Localizes to the mitochondrion. Human ortholog(s) of this gene are implicated  in cutis laxa (multiple) and hereditary spastic paraplegia (multiple). ,ALdehyde deHydrogenase ,GO:0000166,nucleotide binding,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00011938,alh-13,T22H6.2a,none available ,Is an ortholog of human ALDH18A1 (aldehyde dehydrogenase  18 family member A1). Is predicted to have glutamate-5-semialdehyde dehydrogenase  activity. Localizes to the mitochondrion. Human ortholog(s) of this gene are implicated  in cutis laxa (multiple) and hereditary spastic paraplegia (multiple). ,ALdehyde deHydrogenase ,GO:0003824,catalytic activity,"Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",TRUE,FALSE,TRUE,FALSE,NA
